Timestamp,UltrasonicMid,Anomaly
2024-04-20 10:04:48.784044027,90.0,False
2024-04-20 10:04:48.930900335,90.0,False
2024-04-20 10:04:49.576128483,90.0,False
2024-04-20 10:04:49.786103964,90.0,False
2024-04-20 10:04:50.433203936,90.0,False
2024-04-20 10:04:50.784366846,90.0,False
2024-04-20 10:04:50.931002617,90.0,False
2024-04-20 10:04:51.568380833,87.4,False
2024-04-20 10:04:51.784107685,76.9,False
2024-04-20 10:04:52.540719032,73.3,False
2024-04-20 10:04:52.783683062,71.8,False
2024-04-20 10:04:53.450408459,71.8,False
2024-04-20 10:04:53.792200565,77.5,False
2024-04-20 10:04:53.930950403,84.6,False
2024-04-20 10:04:54.553433895,86.9,False
2024-04-20 10:04:54.784226894,76.0,False
2024-04-20 10:04:55.615080118,65.7,False
2024-04-20 10:04:56.513374566,90.0,False
2024-04-20 10:04:56.834630489,90.0,False
2024-04-20 10:04:57.580659389,90.0,False
2024-04-20 10:04:57.784053564,90.0,False
2024-04-20 10:04:58.416390181,90.0,False
2024-04-20 10:04:58.783861399,90.0,False
2024-04-20 10:04:59.415245533,90.0,False
2024-04-20 10:04:59.784096003,90.0,False
2024-04-20 12:47:50.856442451,90.0,False
2024-04-20 12:47:51.232704163,90.0,False
2024-04-20 12:47:51.859565496,90.0,False
2024-04-20 12:47:52.232620478,37.1,True
2024-04-20 12:47:52.858496428,90.0,False
2024-04-20 12:47:53.232962370,90.0,False
2024-04-20 12:47:53.858134508,90.0,False
2024-04-20 12:47:54.232430696,90.0,False
2024-04-20 12:47:54.856815577,83.2,False
2024-04-20 12:47:55.232836008,73.9,False
2024-04-20 12:47:55.853776932,71.8,False
2024-04-20 12:47:56.232966900,64.8,False
2024-04-20 12:47:56.852494240,61.5,False
2024-04-20 12:47:57.232733488,62.0,False
2024-04-20 12:47:57.853060722,67.9,False
2024-04-20 12:47:58.232834101,73.8,False
2024-04-20 12:47:58.856904984,77.6,False
2024-04-20 12:47:59.232820749,78.1,False
2024-04-20 12:47:59.854754448,81.1,False
2024-04-20 12:48:00.232657909,78.8,False
2024-04-20 12:48:00.859152079,90.0,False
2024-04-20 12:48:01.232751131,84.0,True
2024-04-20 12:48:01.862566948,90.0,False
2024-04-20 12:48:02.232885838,42.3,True
2024-04-20 12:48:02.379555702,90.0,False
2024-04-20 12:48:03.003805161,67.2,False
2024-04-20 12:48:03.232816219,51.1,False
2024-04-20 12:48:03.357871294,46.2,False
2024-04-20 12:48:03.982452393,46.0,False
2024-04-20 12:48:04.232906342,90.0,False
2024-04-20 12:48:04.379582405,90.0,False
2024-04-20 12:48:05.009280205,90.0,False
2024-04-20 12:48:05.232204199,90.0,False
2024-04-20 12:48:05.378880501,90.0,False
2024-04-20 12:48:06.008944988,90.0,False
2024-04-20 12:48:06.232820749,90.0,False
2024-04-20 12:48:06.379486561,90.0,False
2024-04-20 12:48:07.008759260,90.0,False
2024-04-20 12:48:07.232853174,90.0,False
2024-04-20 12:48:07.379519939,90.0,False
2024-04-20 12:48:08.017782927,90.0,False
2024-04-20 12:48:08.232968807,90.0,False
2024-04-20 12:48:08.379639387,90.0,False
2024-04-20 12:48:09.006311417,90.0,False
2024-04-20 12:48:09.233062744,90.0,False
2024-04-20 12:48:09.379514694,90.0,False
2024-04-20 12:48:10.007956028,90.0,False
2024-04-20 12:48:10.232724905,90.0,False
2024-04-20 12:48:10.379404068,90.0,False
2024-04-20 12:48:10.997577667,90.0,False
2024-04-20 12:48:11.232933283,90.0,False
2024-04-20 12:48:11.379612446,52.4,False
2024-04-20 12:48:11.997591496,50.2,False
2024-04-20 12:48:12.232089043,51.8,False
2024-04-20 12:48:12.378768682,56.9,False
2024-04-20 12:48:12.998266220,60.7,False
2024-04-20 12:48:13.232836962,90.0,False
2024-04-20 12:48:13.357891083,90.0,False
2024-04-20 12:48:13.981082439,90.0,False
2024-04-20 12:48:14.233210564,90.0,False
2024-04-20 12:48:14.366538763,90.0,False
2024-04-20 12:48:15.001067162,87.9,False
2024-04-20 12:48:15.233193636,76.2,False
2024-04-20 12:48:15.358196974,75.4,False
2024-04-20 12:48:15.991347313,74.4,False
2024-04-20 12:48:16.232153177,72.9,False
2024-04-20 12:48:16.378792286,76.2,False
2024-04-20 12:48:17.024564505,90.0,False
2024-04-20 12:48:17.332689762,46.4,True
2024-04-20 12:48:17.971730232,90.0,False
2024-04-20 12:48:18.232621908,43.5,False
2024-04-20 12:48:18.387628794,44.2,False
2024-04-20 12:48:19.031396627,90.0,False
2024-04-20 12:48:19.332595825,45.9,True
2024-04-20 12:48:20.151468754,90.0,False
2024-04-20 12:48:20.925270319,90.0,False
2024-04-20 12:48:21.232914448,90.0,False
2024-04-20 12:48:21.379590750,90.0,False
2024-04-20 12:48:22.013732433,90.0,False
2024-04-20 12:48:22.232671499,78.2,True
2024-04-20 12:48:23.039441824,90.0,False
2024-04-20 12:48:23.332221508,76.7,False
2024-04-20 12:48:24.232903242,52.9,False
