Timestamp,UltrasonicMid,AnomalyPrediction
2024-04-20 09:51:20.913871527,80.8,True
2024-04-20 09:51:21.538902998,90.0,True
2024-04-20 09:51:21.914501905,90.0,False
2024-04-20 09:51:22.536464929,69.0,True
2024-04-20 09:51:22.914141893,90.0,True
2024-04-20 09:51:23.537843704,90.0,False
2024-04-20 09:51:23.914120913,90.0,False
2024-04-20 09:51:24.539395809,90.0,False
2024-04-20 09:51:24.914050817,90.0,False
2024-04-20 09:51:25.538140774,90.0,False
2024-04-20 09:51:25.913888454,90.0,False
2024-04-20 09:51:26.538834095,90.0,False
2024-04-20 09:51:26.913897753,2.1,True
2024-04-20 09:51:27.537009716,90.0,True
2024-04-20 09:51:27.913889885,90.0,False
2024-04-20 09:51:28.537059307,90.0,False
2024-04-20 09:51:28.913609266,90.0,False
2024-04-20 09:51:29.536760091,90.0,False
2024-04-20 09:51:29.913625240,1.3,True
2024-04-20 09:51:30.537256479,90.0,True
2024-04-20 09:51:30.913667679,90.0,False
2024-04-20 09:51:31.536534309,90.0,False
2024-04-20 09:51:31.912770987,90.0,False
2024-04-20 09:51:32.537722826,90.0,False
2024-04-20 09:51:32.913318157,68.5,True
2024-04-20 09:51:33.538315535,90.0,True
2024-04-20 09:51:33.913735628,90.0,False
2024-04-20 09:51:34.030480862,0.8,True
2024-04-20 09:51:34.650621891,90.0,True
2024-04-20 09:51:34.913394213,90.0,False
2024-04-20 09:51:35.536896944,90.0,False
2024-04-20 09:51:35.913127899,90.0,False
2024-04-20 09:51:36.538029909,90.0,False
2024-04-20 09:51:36.916136026,90.0,False
2024-04-20 09:51:37.539892912,90.0,False
2024-04-20 09:51:37.913501263,90.0,False
2024-04-20 09:51:38.536526917,90.0,False
2024-04-20 09:51:38.916141510,90.0,False
2024-04-20 09:51:39.541217089,90.0,False
2024-04-20 09:51:39.913414478,90.0,False
2024-04-20 09:51:40.538830042,90.0,False
2024-04-20 09:51:40.913205147,90.0,False
2024-04-20 09:51:41.537800550,90.0,False
2024-04-20 09:51:41.913311243,90.0,False
2024-04-20 09:51:42.537110090,90.0,False
2024-04-20 09:51:42.912908316,90.0,False
2024-04-20 09:51:43.535893678,90.0,False
2024-04-20 09:51:43.913668871,90.0,False
2024-04-20 09:51:44.537674904,90.0,False
2024-04-20 09:51:44.913534641,90.0,False
2024-04-20 09:51:45.538547277,90.0,False
2024-04-20 09:51:45.914080858,90.0,False
2024-04-20 09:51:46.538766384,90.0,False
2024-04-20 09:51:46.914130688,90.0,False
2024-04-20 09:51:47.532381295,90.0,False
2024-04-20 09:51:47.914482355,90.0,False
2024-04-20 09:51:48.538246393,90.0,False
2024-04-20 09:51:48.914866209,90.0,False
2024-04-20 09:51:49.539851665,90.0,False
2024-04-20 09:51:49.913696289,90.0,False
2024-04-20 09:51:50.538725376,90.0,False
2024-04-20 09:51:50.914588690,90.0,False
2024-04-20 09:51:51.537854910,90.0,False
2024-04-20 09:51:51.914834499,90.0,False
2024-04-20 09:51:52.538255215,90.0,False
2024-04-20 09:51:52.914954901,90.0,False
2024-04-20 09:51:53.534215689,90.0,False
2024-04-20 09:51:53.914336443,90.0,False
2024-04-20 09:51:54.539504051,90.0,False
2024-04-20 09:51:54.915405989,90.0,False
2024-04-20 09:51:55.537832737,90.0,False
2024-04-20 09:51:55.915062428,90.0,False
2024-04-20 09:51:56.538625002,90.0,False
2024-04-20 09:51:56.915290117,90.0,False
2024-04-20 09:51:57.534339904,90.0,False
2024-04-20 09:51:57.915539980,90.0,False
2024-04-20 09:51:58.536604643,90.0,False
2024-04-20 09:51:58.915901423,90.0,False
2024-04-20 09:51:59.535149097,90.0,False
2024-04-20 09:51:59.915775776,63.5,True
2024-04-20 09:52:00.533117533,69.0,True
2024-04-20 09:52:00.915443897,70.6,True
2024-04-20 09:52:01.535799979,90.0,True
2024-04-20 09:52:01.916215897,90.0,False
2024-04-20 09:52:02.539016008,90.0,False
2024-04-20 09:52:02.916155100,90.0,False
2024-04-20 09:52:03.538172483,90.0,False
2024-04-20 09:52:03.916562319,90.0,False
2024-04-20 09:52:04.539617538,90.0,False
2024-04-20 09:52:04.916407585,90.0,False
2024-04-20 09:52:05.541378498,90.0,False
2024-04-20 09:52:05.916738033,90.0,False
2024-04-20 09:52:06.542207241,90.0,False
2024-04-20 09:52:06.917193174,90.0,False
2024-04-20 09:52:07.541800976,90.0,False
2024-04-20 09:52:07.917102098,90.0,False
2024-04-20 09:52:08.542405367,90.0,False
2024-04-20 09:52:08.917210579,90.0,False
2024-04-20 09:52:09.542205095,90.0,False
2024-04-20 09:52:09.917401075,90.0,False
2024-04-20 09:52:10.539479494,90.0,False
2024-04-20 09:52:10.920788288,90.0,False
2024-04-20 09:52:11.545911074,90.0,False
2024-04-20 09:52:11.917247295,90.0,False
2024-04-20 09:52:12.540647268,90.0,False
2024-04-20 09:52:12.918325186,90.0,False
2024-04-20 09:52:13.539551258,90.0,False
2024-04-20 09:52:13.918486357,90.0,False
2024-04-20 09:52:14.043440819,90.0,False
2024-04-20 09:52:14.666726589,90.0,False
2024-04-20 09:52:14.918294191,90.0,False
2024-04-20 09:52:15.541597843,90.0,False
2024-04-20 09:52:15.918706894,90.0,False
2024-04-20 09:52:16.542537928,90.0,False
2024-04-20 09:52:16.921189785,90.0,False
2024-04-20 09:52:17.546266079,90.0,False
2024-04-20 09:52:17.921216965,90.0,False
2024-04-20 09:52:18.546282291,90.0,False
2024-04-20 09:52:18.918659210,90.0,False
2024-04-20 09:52:19.543677092,90.0,False
2024-04-20 09:52:19.921454430,46.2,True
2024-04-20 09:52:20.546487093,90.0,True
2024-04-20 09:52:20.921552420,52.8,True
2024-04-20 09:52:21.544392109,90.0,True
2024-04-20 09:52:21.921916008,90.0,False
2024-04-20 09:52:22.547196388,90.0,False
2024-04-20 09:52:22.918634176,90.0,False
2024-04-20 09:52:23.542460442,90.0,False
2024-04-20 09:52:23.921816826,90.0,False
2024-04-20 09:52:24.541149616,30.0,True
2024-04-20 09:52:24.919983625,20.9,True
2024-04-20 09:52:25.538916826,22.9,True
2024-04-20 09:52:25.922087431,90.0,True
2024-04-20 09:52:26.547071695,90.0,False
2024-04-20 09:52:26.921615362,90.0,False
2024-04-20 09:52:27.543184519,90.0,False
2024-04-20 09:52:27.921857119,90.0,False
2024-04-20 09:52:28.544940233,90.0,False
2024-04-20 09:52:28.921865702,90.0,False
2024-04-20 09:52:29.546837807,90.0,False
2024-04-20 09:52:29.920926094,82.5,True
2024-04-20 09:52:30.545844316,90.0,True
2024-04-20 09:52:30.922855139,90.0,False
2024-04-20 09:52:31.547490597,90.0,False
2024-04-20 09:52:31.922143698,90.0,False
2024-04-20 09:52:32.545358896,90.0,False
2024-04-20 09:52:32.922099352,72.3,True
2024-04-20 09:52:33.546901703,90.0,True
2024-04-20 09:52:33.922258377,53.4,True
2024-04-20 09:52:34.543108940,53.5,True
2024-04-20 09:52:34.922163248,90.0,True
2024-04-20 09:52:35.545818090,90.0,False
2024-04-20 09:52:35.922088623,90.0,False
2024-04-20 09:52:36.545233488,90.0,False
2024-04-20 09:52:36.922504425,90.0,False
2024-04-20 09:52:37.546114445,90.0,False
2024-04-20 09:52:37.922150850,90.0,False
2024-04-20 09:52:38.547194004,90.0,False
2024-04-20 09:52:38.922227383,64.5,True
2024-04-20 09:52:39.543183088,58.9,True
2024-04-20 09:52:39.922403097,8.8,True
2024-04-20 09:52:40.543553829,63.9,True
2024-04-20 09:52:40.921399832,90.0,True
2024-04-20 09:52:41.541087389,70.0,True
2024-04-20 09:52:41.922208071,90.0,True
2024-04-20 09:52:42.547249556,90.0,False
2024-04-20 09:52:42.922585487,90.0,False
2024-04-20 09:52:43.547335148,90.0,False
2024-04-20 09:52:43.920435667,90.0,False
2024-04-20 09:52:44.544134855,90.0,False
2024-04-20 09:52:44.920925140,90.0,False
2024-04-20 09:52:45.542916298,90.0,False
2024-04-20 09:52:45.921112061,62.2,True
2024-04-20 09:52:46.540614843,34.8,True
2024-04-20 09:52:46.921757698,90.0,True
2024-04-20 09:52:47.542054892,55.1,True
2024-04-20 09:52:47.922657490,90.0,True
2024-04-20 09:52:48.542995930,44.1,True
2024-04-20 09:52:48.922686577,39.0,True
2024-04-20 09:52:49.541989088,31.6,True
2024-04-20 09:52:49.922421217,23.2,True
2024-04-20 09:52:50.541009665,18.2,True
2024-04-20 09:52:50.922468901,33.3,True
2024-04-20 09:52:51.546777487,90.0,True
2024-04-20 09:52:51.921725512,90.0,False
2024-04-20 09:52:52.546169519,90.0,False
2024-04-20 09:52:52.922444105,90.0,False
2024-04-20 09:52:53.547699928,90.0,False
2024-04-20 09:52:53.922564745,90.0,False
2024-04-20 09:52:54.547504187,90.0,False
2024-04-20 09:52:54.922703266,1.7,True
2024-04-20 09:52:55.548130035,90.0,True
2024-04-20 09:52:55.921230555,90.0,False
2024-04-20 09:52:56.037930489,2.1,True
2024-04-20 09:52:56.660557508,90.0,True
2024-04-20 09:52:56.921497107,81.1,True
2024-04-20 09:52:57.544178009,62.2,True
2024-04-20 09:52:57.921624899,70.9,True
2024-04-20 09:52:58.546802282,90.0,True
2024-04-20 09:52:58.920859098,90.0,False
2024-04-20 09:52:59.545876980,90.0,False
2024-04-20 09:52:59.921700001,90.0,False
2024-04-20 09:53:00.546596289,90.0,False
2024-04-20 09:53:00.921615839,90.0,False
2024-04-20 09:53:01.546775103,90.0,False
2024-04-20 09:53:01.921531916,90.0,False
2024-04-20 09:53:02.546524048,90.0,False
2024-04-20 09:53:02.920665264,90.0,False
2024-04-20 09:53:03.545484781,90.0,False
2024-04-20 09:53:03.922167778,90.0,False
2024-04-20 09:53:04.547183037,90.0,False
2024-04-20 09:53:04.921397686,90.0,False
2024-04-20 09:53:05.654850245,90.0,False
2024-04-20 09:53:05.921761513,90.0,False
2024-04-20 09:53:06.546598196,90.0,False
2024-04-20 09:53:06.921665430,90.0,False
2024-04-20 09:53:07.546626091,90.0,False
2024-04-20 09:53:07.921898603,90.0,False
2024-04-20 09:53:08.546881676,90.0,False
2024-04-20 09:53:08.921644688,90.0,False
2024-04-20 09:53:09.546504498,90.0,False
2024-04-20 09:53:09.921434641,90.0,False
2024-04-20 09:53:10.546753883,90.0,False
2024-04-20 09:53:10.921904087,90.0,False
2024-04-20 09:53:11.546946049,90.0,False
2024-04-20 09:53:11.922091961,90.0,False
2024-04-20 09:53:12.547046900,90.0,False
2024-04-20 09:53:12.922152996,90.0,False
2024-04-20 09:53:13.544299603,90.0,False
2024-04-20 09:53:13.921817064,90.0,False
2024-04-20 09:53:14.546728611,90.0,False
2024-04-20 09:53:14.922164440,90.0,False
2024-04-20 09:53:15.545836210,90.0,False
2024-04-20 09:53:15.922378778,90.0,False
2024-04-20 09:53:16.547379971,90.0,False
2024-04-20 09:53:16.922284842,90.0,False
2024-04-20 09:53:17.547170162,90.0,False
2024-04-20 09:53:17.922098160,90.0,False
2024-04-20 09:53:18.545365572,90.0,False
2024-04-20 09:53:18.922073364,90.0,False
2024-04-20 09:53:19.546950102,90.0,False
2024-04-20 09:53:19.922338247,90.0,False
2024-04-20 09:53:20.547317266,90.0,False
2024-04-20 09:53:20.921660900,90.0,False
2024-04-20 09:53:21.538871527,0.4,True
2024-04-20 09:53:21.925445318,90.0,True
2024-04-20 09:53:22.550419569,90.0,False
2024-04-20 09:53:22.922328949,90.0,False
2024-04-20 09:53:23.547748089,90.0,False
2024-04-20 09:53:23.922272444,90.0,False
2024-04-20 09:53:24.545173645,90.0,False
2024-04-20 09:53:24.922390699,90.0,False
2024-04-20 09:53:25.547427416,90.0,False
2024-04-20 09:53:25.922361612,90.0,False
2024-04-20 09:53:26.546593904,90.0,False
2024-04-20 09:53:26.922437668,90.0,False
2024-04-20 09:53:27.547446728,90.0,False
2024-04-20 09:53:27.922765970,90.0,False
2024-04-20 09:53:28.047691584,90.0,False
2024-04-20 09:53:28.672350407,90.0,False
2024-04-20 09:53:28.925316095,90.0,False
2024-04-20 09:53:29.545791626,90.0,False
2024-04-20 09:53:29.922718287,90.0,False
2024-04-20 09:53:30.547512293,90.0,False
