Timestamp,UltrasonicHead,UltrasonicMid,Latitude,Longitude,GyroX,GyroY,GyroZ,IRFront,IRBack,IsHeadObstacle,IsMidObstacle,IsStaircase
1713599139.217397,487.1,183.0,0.0,0.0,-39.472459848343824,-6.036855714329688,39.85672100552545,False,True,0,0,0
1713599139.5666676,486.3,173.4,0.0,0.0,-37.09870741538958,1.8725508686343708,37.13914666273056,False,True,0,0,0
1713599140.3947296,3428.2,259.0,0.0,0.0,-36.644762956204445,4.73769093065393,36.907123358147004,False,True,0,0,0
1713599141.4417906,3450.6,245.9,0.0,0.0,-37.46681247695522,2.742145426163919,37.552331627586845,False,True,0,0,0
1713599142.379975,3425.4,152.0,0.0,0.0,-35.67456214876641,-4.095348273837169,35.877849004878385,False,True,0,0,0
1713599142.7135146,3523.4,31.2,0.0,0.0,-31.60013585653466,12.878268963326825,33.87030784524406,False,True,0,1,0
1713599143.5072458,3107.1,32.4,0.0,0.0,-35.50073859577298,5.281043103307888,35.84028697834911,True,True,0,1,1
1713599144.3640678,2860.1,33.6,0.0,0.0,-36.56831632975555,4.50141530753206,36.80590174760652,True,True,0,1,1
1713599144.6663432,2451.1,35.4,0.0,0.0,-40.46024989538105,3.1908026888570027,40.56428609636481,False,True,0,1,0
1713599145.427141,2529.9,37.8,0.0,0.0,-38.768524800671536,3.0226596651207744,38.86767170296747,False,True,0,1,0
1713599146.2467918,3548.0,32.7,0.0,0.0,-44.08769458056509,4.6421394094992765,44.28139137104126,True,False,0,1,0
1713599146.5680492,3547.7,32.3,0.0,0.0,-42.526129513496194,2.882360536477958,42.60510207751525,False,False,0,1,0
1713599147.2344654,908.6,34.4,0.0,0.0,-40.43711569552512,2.6600287855934384,40.509507063714494,False,False,0,1,0
1713599147.6678107,3481.8,193.2,0.0,0.0,-31.13640794949005,1.8559003007963017,31.186123712644214,False,True,0,0,0
1713599148.5695136,3412.5,189.7,0.0,0.0,-34.715695882146974,-5.294162532075088,35.06692196585721,False,True,0,0,0
1713599149.2443607,202.7,130.4,0.0,0.0,-37.31322291505779,-2.5757102734403188,37.389105949927384,False,True,0,0,0
1713599149.618547,3459.1,170.2,0.0,0.0,-56.14833402579454,1.928492676510903,56.17009842211334,False,True,0,0,0
1713599150.5709949,3436.5,155.3,0.0,0.0,-37.332339680353456,1.2956191044774612,37.35154144350644,False,True,0,0,0
1713599150.717652,394.0,67.8,0.0,0.0,-38.58743213684515,-0.15447734145665085,38.58769311875778,False,True,0,1,0
1713599151.3391616,113.5,66.5,0.0,0.0,-38.84263902041337,-5.013480784930741,39.11406166015222,False,True,1,1,0
1713599151.5679495,423.1,144.4,0.0,0.0,-35.09357895473983,1.0877534622597576,35.10827093978016,False,True,0,0,0
1713599152.20849,422.4,55.4,0.0,0.0,-38.65204591313666,-0.3976194834753176,38.65377096994582,False,True,0,1,0
1713599152.5681381,408.9,139.4,0.0,0.0,-35.94911983089771,0.8334785541136577,35.95747846108615,False,True,0,0,0
1713599153.212209,427.4,134.6,0.0,0.0,-31.71583599065252,-1.0778023562291754,31.73223538008647,False,True,0,0,0
1713599153.6681595,3441.8,132.5,0.0,0.0,-36.91891689769648,3.3115565802512,37.046066536553326,False,True,0,0,0
1713599154.5678937,3476.6,126.0,0.0,0.0,-35.33146505322629,0.776845191700987,35.338893651703046,False,True,0,0,0
1713599155.2117307,421.6,121.2,0.0,0.0,-30.894405208855538,-1.5160865525047025,30.92790938436242,False,True,0,0,0
1713599155.5682049,398.5,49.2,0.0,0.0,-36.50225078604615,-6.083457335344967,36.93604513360029,False,True,0,1,0
1713599156.2018688,334.2,47.5,0.0,0.0,-39.064362992045936,-2.6129027984707864,39.137697762359096,False,True,0,1,0
1713599156.6678762,3399.2,161.7,0.0,0.0,-32.67380833396444,-10.038339862607904,34.01701555757693,True,True,0,0,1
1713599157.4301755,396.6,160.9,0.0,0.0,-40.518217207556894,-8.115275526473386,41.18504231681435,True,True,0,0,1
1713599158.221381,388.7,288.4,0.0,0.0,-43.20185325921466,-16.355484794981955,45.61724691447549,True,True,0,0,1
1713599158.5674376,383.7,132.3,0.0,0.0,-35.12085560723497,0.6416083640520125,35.12596277748036,True,True,0,0,1
1713599158.6924543,52.3,123.5,0.0,0.0,-36.356918890334434,2.786773818017651,36.44886921565391,True,True,1,0,1
1713599159.332966,382.4,126.5,0.0,0.0,-33.84144848207122,-1.563287185087396,33.873241090477364,True,True,0,0,1
1713599159.5660982,383.1,264.2,0.0,0.0,-36.07475505637749,-10.273327107856405,37.31718464112482,False,True,0,0,0
1713599160.215835,383.2,270.5,0.0,0.0,-63.64812977214652,-9.392587378063752,64.02801689505232,True,True,0,0,1
1713599160.7137327,384.3,3756.0,0.0,0.0,-40.065164040878095,4.838512548198882,40.307327146343006,False,True,0,0,0
1713599161.5050561,384.6,270.7,0.0,0.0,-39.9868862449642,3.497314365147345,40.11394272240947,False,True,0,0,0
1713599161.6669822,382.9,136.0,0.0,0.0,-38.75669511332901,3.1998468458288825,38.867835997351875,True,True,0,0,1
1713599162.3090677,384.8,131.8,0.0,0.0,-37.20240945885334,6.098654581208838,37.62750722363507,True,True,0,0,1
1713599162.5672584,384.8,132.9,0.0,0.0,-38.29488455038085,-1.8534231268738406,38.332830493729865,True,True,0,0,1
1713599162.7139368,383.0,136.9,0.0,0.0,-36.97217645539714,1.8056013352218805,37.00995015430587,True,True,0,0,1
1713599163.362859,383.4,268.7,0.0,0.0,-68.31546174974282,2.224481425130166,68.3326293648724,False,True,0,0,0
1713599163.5670636,384.7,135.9,0.0,0.0,-38.57427738483193,-1.057000073342882,38.58650006698199,True,True,0,0,1
1713599164.357179,383.2,269.0,0.0,0.0,-12.419419160770518,-14.865997625294908,19.28087904818362,False,True,0,0,0
1713599164.5701613,417.4,120.8,0.0,0.0,-36.987181473558245,1.0579830967850516,37.000147742249005,True,True,0,0,1
1713599164.716833,376.4,108.3,0.0,0.0,-34.403818811334446,4.366308489254155,34.645898387839075,True,True,0,0,1
1713599165.3499572,271.3,110.8,0.0,0.0,-37.38251511769061,2.126093512562334,37.43410575731205,True,True,0,0,1
1713599165.5702374,366.1,93.9,0.0,0.0,-37.578770567812356,1.9639911066500495,37.622487771920675,True,True,0,0,1
1713599165.7168949,367.8,93.1,0.0,0.0,-36.284865602701835,2.425210836729195,36.354709218599616,True,True,0,0,1
1713599166.3519006,328.3,94.5,0.0,0.0,-34.31068719026393,0.7209767847862959,34.31733365987852,True,True,0,0,1
1713599166.5682678,365.8,211.5,0.0,0.0,-42.16978441534796,-1.721388967062792,42.19832275148116,True,True,0,0,1
1713599166.714936,364.0,79.7,0.0,0.0,-39.76406051721862,0.23691982704815195,39.76464918192009,True,True,0,1,1
